Район_OSM,Населенный_пункт_OSM,place,lat_np,lon_np,population_osm,np_clean,osm_id
,Большие Яки,village,56.0347274,48.781405,,большие яки,relation/19208818
Нижнекамский район,Большое Афанасово,village,55.6012402,51.7721431,,большое афанасово,way/61349705
,Большое Бисярино,village,55.0121807,48.664906,,большое бисярино,way/235113913
,Большое Елово,village,55.7929223,51.5622512,,большое елово,way/71436560
,Большое Кадряково,hamlet,55.6399898,50.5792349,,большое кадряково,way/123003716
,Большое Мереткозино,village,55.2392301,49.0788614,,большое мереткозино,way/58478394
Сармановский район,Большое Нуркеево,village,55.3779542,52.6733328,,большое нуркеево,way/321462328
,Большое Подберезье,village,55.3563968,47.9780571,,большое подберезье,way/206931167
,Большое Русаково,village,55.3619836,48.4030277,,большое русаково,way/1144250346
,Большое Тябердино,village,55.2746661,47.7230054,,большое тябердино,way/113773103
,Большое Фролово,village,55.0506712,48.406389,,большое фролово,way/121529683
Зеленодольский район,Большое Ходяшево,village,55.7310202,48.4686587,,большое ходяшево,node/382584670
,Большое Шемякино,village,55.0371337,48.6276649,,большое шемякино,way/92653570
Мамадышский район,Большой Арташ,village,55.7772382,50.7862391,,большой арташ,way/72234206
,Большой Атмас,hamlet,55.567496,50.1177668,,большой атмас,way/123111446
,Большой Батрас,hamlet,55.1306845,51.7449494,,большой батрас,way/61509453
,Большой Битаман,village,56.1734746,49.0625574,,большой битаман,way/55885027
,Большой Красный Яр,locality,55.213597,50.2558427,,большой красный яр,way/70174932
,Большой Кукмор,village,56.1962381,50.8493593,,большой кукмор,node/796706455
,Большой Кульбаш,village,56.028428,48.8818647,,большой кульбаш,way/123455276
,Большой Куюк,hamlet,56.1488187,48.9794626,,большой куюк,way/56061225
,Большой лог,locality,55.783572,52.5951791,,большой лог,node/11042174489
,Большой Машляк,village,55.6866429,50.691042,,большой машляк,way/121851933
,Большой Менгер,village,56.2390994,49.5706603,,большой менгер,way/121536347
,Большой Ошняк,village,55.522251,49.9384153,,большой ошняк,way/123111451
Высокогорский район,Большой Починок,hamlet,56.1319571,49.3777186,,большой починок,node/825448466
,Большой Рясь,hamlet,56.1051049,49.0796696,,большой рясь,way/97065692
,Большой Салтан,village,55.6160078,49.9321987,,большой салтан,way/123111442
,Большой Сардек,village,56.2941269,50.6929973,,большой сардек,way/284570627
Высокогорский район,Большой Сулабаш,hamlet,56.141331,49.2783267,,большой сулабаш,node/825449550
Азнакаевский район,Большой Сухояш,village,54.99106,53.1444138,,большой сухояш,node/604962504
,Большой Толкиш,village,55.3503167,51.0793406,,большой толкиш,node/826511538
,Большой Чекмак,village,55.2265546,53.1575586,,большой чекмак,way/191694625
,Большой Шинар,village,55.9879689,50.2684194,,большой шинар,node/805045458
,Большой Шурняк,village,55.8831976,51.566866,,большой шурняк,node/779165413
Альметьевский район,Борискино,village,55.0333288,51.6419767,,борискино,way/73076791
Нижнекамский район,Борок,village,55.5452085,51.6754048,,борок,way/69413486
Верхнеуслонский район,Брек,hamlet,55.5323769,48.9193297,,брек,way/107396041
,Бритвино,hamlet,55.6814678,48.5005134,,бритвино,way/227311836
,Брюшли,village,55.9254792,51.962072,,брюшли,way/62313544
,Буаз-Куль,hamlet,55.8184692,53.7398278,,буаз-куль,way/532551637
,Бугровка,village,54.909117,49.3161678,,бугровка,way/68734873
Бугульминский район,Бугульма,town,54.5392643,52.7994642,,бугульма,relation/9684457
Зеленодольский район,Бузаево,hamlet,55.5532735,48.3959291,,бузаево,way/227624333
Буинский район,Буинск,town,54.9743657,48.2934386,,буинск,relation/3678670
,Букени,locality,55.5918775,51.0762558,,букени,node/798148086
,Булатово,hamlet,55.6275455,48.3140234,,булатово,way/123332705
,Булгар,hamlet,54.7531987,51.8622545,,булгар,way/396653891
,Булдырь,village,55.4152363,50.8576256,,булдырь,node/336524189
,Булым-Булыхчи,village,55.2568328,48.4839427,,булым-булыхчи,way/137815956
,Буляк,village,54.984562,53.4244315,,буляк,way/191907236
Заинский район,Бура-Кирта,village,55.4886246,52.221902,,бура-кирта,way/61165502
,Бураково,village,55.1258622,49.6603514,,бураково,way/68734937
,Буралы,village,55.0764772,52.8380203,,буралы,way/191556408
,Буралы-Чишма,hamlet,55.0881812,52.4892696,,буралы-чишма,way/190897661
,Бурбаш,village,56.2999671,50.4111856,,бурбаш,way/777085690
,Бурбашский Сардыган,hamlet,56.3050363,50.4555135,,бурбашский сардыган,node/794087085
Тукаевский район,Бурды,village,55.5124432,52.2948616,,бурды,way/61165485
Тукаевский район,Бурдыбаш,hamlet,55.5114218,52.3397726,,бурдыбаш,way/61165457
Заинский район,Буре-Сарай,village,55.4095182,51.9626198,,буре-сарай,way/61492315
,Бурметьево,village,54.5673704,50.8551679,,бурметьево,way/314236427
,Бурнак,village,56.4327077,50.387606,,бурнак,node/793962277
,Бурнашево,village,55.2397749,48.7689435,,бурнашево,way/238290983
Кукморский район,Бурсык-Елга,hamlet,56.0982749,51.1561927,,бурсык-елга,way/264168479
,Бурсыкбус,locality,54.8416676,52.1509508,,бурсыкбус,node/10769442590
,Буртасы,hamlet,55.3888129,49.0393639,,буртасы,way/58474274
,Бурундуки,village,54.7717275,48.2288553,,бурундуки,relation/2346270
,Бута,village,55.0171694,51.9398009,,бута,way/73076779
Нурлатский район,Бутаиха,hamlet,54.6366823,50.4560527,,бутаиха,node/850886599
,Бутинское лесничество,locality,54.9914404,51.9936937,,бутинское лесничество,way/613500218
,Бутлеровка,hamlet,55.2542638,49.9574233,,бутлеровка,way/69413480
,Бутыри,village,55.519279,49.5168869,,бутыри,relation/19205370
,Бухар,hamlet,54.784675,51.9644823,,бухар,node/779202531
Заинский район,Бухарай,village,55.1446114,52.3189917,,бухарай,way/61571105
,Бушанча,hamlet,55.3746055,48.3464956,,бушанча,way/1144383901
,Быковка,hamlet,55.1119409,48.2187101,,быковка,node/795347367
,Бытнарат-Саз,locality,56.16068,48.9815354,,бытнарат-саз,node/7839301938
,Бюрганы,village,54.8117158,48.3050731,,бюрганы,way/121529699
,Ваешур,hamlet,54.2581128,53.3174281,,ваешур,way/60320269
,Важашур,village,56.0549199,51.0335407,,важашур,way/263989011
,Валеевский,hamlet,54.6232891,52.3770078,,валеевский,way/345998467
,Вандовка,hamlet,55.4870959,51.1055763,,вандовка,way/71933607
,Варварино,village,55.3673691,48.8710709,,варварино,node/722361765
,Варзи-Омга,hamlet,56.0557946,52.7756917,,варзи-омга,relation/8081799
,Варзи-Пельга,hamlet,56.0759607,52.8626996,,варзи-пельга,relation/8081883
,Варклед-Аул,hamlet,56.2301126,52.7958512,,варклед-аул,way/118968383
,Варклед-Бодья,village,56.2129145,52.8742721,,варклед-бодья,way/118968406
,Варяш-Баш,village,55.3631163,53.2585711,,варяш-баш,way/191675618
Арский район,Васильева Бужа,hamlet,56.0588,49.84,,васильева бужа,node/762155522
,Васильевка,village,54.7682439,52.2893958,,васильевка,way/73269257
,Васильево,village,55.8464192,48.6885812,,васильево,relation/19214530
,Васькино-Туйралы,village,54.4015268,53.171926,,васькино-туйралы,way/363074387
,Васюково,hamlet,55.7084201,48.2532487,,васюково,way/121242192
,Ватан,hamlet,55.6271071,48.8941229,,ватан,way/107502013
Мамадышский район,Вахитово,village,55.9146899,51.3422413,,вахитово,way/72747677
Верхнеуслонский район,Введенская Слобода,village,55.756058,48.7050684,,введенская слобода,relation/2619051
,Венета,village,55.9602197,49.9029474,,венета,way/308023076
Алькеевский район,Верхнее Алькеево,village,54.7825531,49.9833814,,верхнее алькеево,relation/18351784
Алькеевский район,Верхнее Альмурзино,village,54.6138427,49.9179338,,верхнее альмурзино,node/847669935
,Верхнее Аткозино,village,55.4221023,48.4912542,,верхнее аткозино,way/138287685
,Верхнее Балтаево,hamlet,55.2386334,48.2464056,,верхнее балтаево,node/761004201
,Верхнее Гареево,hamlet,55.7879667,53.8344294,,верхнее гареево,way/532551629
